612,397
612,397
612,397
612,397
612,397
612,397
612,397
612,397
612,397
612,397
612,395
611,393
611,393
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
611,391
616,392
626,392
640,393
654,393
666,393
679,391
691,391
700,391
703,391
703,391
703,391
703,391
703,391
703,391
703,391
703,391
703,391
703,391
704,391
709,391
717,391
726,391
738,392
752,392
766,392
778,393
790,393
800,394
808,394
812,395
815,395
818,395
819,395
819,395
819,395
819,395
819,395
819,395
819,395
819,395
820,395
823,396
830,396
839,396
848,397
858,397
868,397
876,397
881,397
883,397
884,397
886,397
889,397
894,397
900,397
908,397
919,397
933,397
948,397
963,397
976,397
985,397
990,397
993,397
993,397
993,397
993,397
993,397
993,397
993,397
993,397
993,397
993,397
993,397
993,397
995,397
997,397
1000,397
1003,398
1007,399
1016,399
1029,399
1045,399
1060,399
1074,397
1085,397
1093,397
1096,397
1096,397
1096,397
1096,397
1098,397
1102,397
1109,397
1118,397
1128,397
1139,397
1149,397
1158,397
1164,397
1167,397
1167,395
1167,395
1167,395
1167,395
1168,395
1170,395
1173,395
1177,396
1180,396
1185,397
1191,398
1197,398
1203,399
1208,399
1213,400
1220,401
1229,402
1239,402
1249,402
1257,402
1263,402
1266,402
1269,402
1271,402
1272,402
1274,402
1275,402
1275,402
1275,402
1275,402
1272,402
1258,402
1229,404
1181,406
1115,411
1038,420
958,431
884,441
821,447
768,449
730,449
706,447
696,445
694,443
694,441
695,439
696,437
696,437
695,435
695,435
695,435
695,435
694,433
694,433
691,433
687,433
678,435
665,437
648,439
633,440
622,442
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
620,444
621,444
622,444
623,444
625,444
629,444
634,444
640,444
647,444
655,444
663,444
671,443
679,443
687,443
695,443
703,443
710,443
717,443
723,441
730,441
738,441
745,441
753,441
761,441
769,441
778,441
787,441
796,441
803,441
813,441
824,441
836,442
848,442
862,442
876,443
892,443
908,444
926,445
945,446
965,447
986,448
1006,448
1026,449
1044,449
1060,449
1075,449
1089,449
1101,449
1112,449
1121,449
1130,449
1137,449
1144,449
1153,449
1161,449
1168,449
1174,450
1180,450
1187,451
1193,451
1200,452
1207,452
1213,452
1217,452
1220,452
1221,452
1221,452
1221,452
1222,452
1225,452
1228,452
1232,452
1236,452
1241,452
1244,452
1248,452
1253,452
1256,452
1259,452
1260,452
1260,452
1260,452
1260,452
1260,452
1261,452
1261,452
1261,452
1261,452
1261,452
1261,452
1261,452
1260,452
1253,451
1230,449
1187,447
1124,447
1048,449
971,454
896,460
827,467
768,472
723,474
693,475
679,475
676,475
676,475
676,475
677,475
678,475
678,475
678,475
678,475
678,476
678,476
677,476
675,476
672,477
667,477
661,478
652,479
646,480
643,480
643,480
643,480
643,480
643,481
643,481
643,481
643,481
643,481
643,481
643,481
643,481
643,481
642,481
642,481
641,482
639,482
635,483
632,484
628,484
626,484
626,484
626,484
626,484
625,484
625,484
625,484
625,484
625,484
625,484
625,484
625,484
625,484
625,484
627,484
633,484
648,485
673,486
710,486
756,487
808,487
862,487
920,487
972,487
1023,487
1066,487
1100,485
1125,485
1146,485
1161,485
1172,486
1180,486
1185,486
1187,486
1187,486
1187,486
1188,486
1190,486
1193,486
1195,486
1196,486
1196,486
1196,486
1196,486
1196,486
