1197,486
1197,486
1197,486
1197,486
1197,486
1197,486
1197,486
1197,486
1197,486
1194,486
1181,486
1148,485
1090,485
1006,489
914,496
827,504
738,511
672,517
627,520
600,520
589,519
587,519
589,519
591,519
593,519
594,519
594,519
594,519
594,519
594,519
594,519
594,519
594,519
594,519
594,519
594,519
594,519
596,519
599,519
602,519
606,519
610,519
615,519
623,519
629,519
633,519
633,519
633,519
633,519
633,519
633,519
633,519
633,519
633,520
633,520
632,521
631,521
630,522
629,523
629,523
629,523
629,523
629,523
629,523
629,523
629,523
629,523
629,523
629,523
629,523
629,523
629,523
631,523
643,523
667,524
701,526
743,528
791,530
845,533
899,535
950,537
995,538
1033,538
1064,539
1089,540
1109,540
1127,541
1142,541
1154,541
1164,541
1173,539
1181,539
1191,539
1203,539
1213,539
1221,539
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1225,537
1222,537
1204,538
1165,539
1102,543
1023,548
938,556
858,565
793,571
747,574
718,575
700,575
694,573
694,573
696,571
697,571
698,571
698,571
698,571
698,571
698,571
698,571
698,571
698,571
698,571
695,571
685,571
672,571
658,571
647,572
639,572
637,572
637,572
637,572
637,572
637,572
637,573
636,573
635,573
635,573
635,573
635,573
635,573
635,573
635,573
635,573
635,573
635,573
635,573
635,573
635,573
635,573
635,573
636,573
644,574
669,578
713,582
775,585
842,586
907,586
964,586
1012,586
1058,588
1096,589
1125,590
1145,592
1158,593
1166,593
1171,593
1172,593
1174,593
1180,593
1189,593
1199,591
1207,591
1212,591
1213,591
1214,591
1218,591
1223,591
1226,591
1227,591
1227,591
1227,591
1227,591
1227,591
1228,591
1228,591
1228,591
1228,591
1228,591
1228,591
1228,591
1228,591
1228,591
1228,591
1221,591
1199,589
1158,589
1100,589
1030,589
951,590
874,593
804,595
749,595
709,596
684,596
672,595
670,595
670,595
671,595
672,595
672,595
672,595
672,597
671,598
669,598
667,599
664,600
660,601
656,602
654,604
654,605
653,607
652,608
651,609
650,610
649,611
648,612
647,613
647,614
647,615
647,615
647,615
647,615
647,615
647,615
647,615
647,615
647,615
647,615
647,615
647,615
647,615
647,615
649,615
650,615
651,615
651,615
651,615
652,615
652,615
652,615
655,615
660,615
667,617
676,618
684,618
690,618
694,619
695,619
696,619
697,619
698,619
699,619
701,619
705,619
709,619
714,619
719,619
724,619
730,619
735,619
739,619
743,619
745,619
745,619
746,619
746,619
746,619
746,619
746,619
746,619
746,619
747,619
747,619
747,619
747,619
747,619
747,619
747,619
747,619
749,619
753,619
757,619
762,619
767,619
773,619
779,619
784,620
789,620
793,621
796,622
798,622
800,623
801,623
802,623
804,623
807,623
809,623
811,623
812,623
813,623
813,623
813,623
813,623
813,623
813,623
814,623
814,623
814,623
814,623
814,623
814,623
814,623
814,623
814,623
814,623
815,623
816,623
818,623
821,623
825,623
830,623
835,623
840,623
844,621
847,621
850,621
853,621
856,621
856,621
856,621
856,621
856,621
858,621
861,621
865,621
870,621
879,621
890,622
902,622
912,622
919,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
922,622
925,622
929,623
936,623
942,623
948,623
953,623
956,623
959,623
960,623
961,623
961,623
961,623
961,623
961,623
961,623
961,623
961,623
961,623
962,624
967,625
976,625
988,626
1001,626
1013,626
1023,626
1030,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1033,625
1034,625
1037,626
1041,626
1047,627
1055,627
1063,627
1070,627
1075,627
1076,627
1076,627
1076,627
1076,627
1076,627
1076,627
1076,627
1076,627
1076,627
1076,627
1076,627
1078,627
1084,627
1095,628
1108,628
1121,628
1131,628
1137,628
1140,627
1141,627
1141,627
1142,627
1142,627
1142,627
1142,627
1142,627
1142,627
1142,627
1142,627
1142,627
1146,628
1150,629
1153,629
1157,629
1165,630
1174,631
1182,631
1186,631
1187,631
1187,631
1187,631
1187,631
1187,631
1187,631
1187,631
1187,631
1187,631
1187,631
1187,631
1187,631
1187,631
1187,631
1187,632
1185,632
1176,633
1151,634
1106,634
1044,634
971,634
896,636
831,637
781,639
747,640
727,640
718,639
717,639
717,637
717,637
717,637
717,638
720,639
725,640
729,640
730,639
730,639
728,639
724,639
717,640
709,642
698,645
687,648
678,651
674,653
673,653
672,653
672,653
672,653
672,653
672,654
670,655
669,656
667,656
666,657
666,657
666,657
666,657
666,657
666,657
666,657
666,657
668,657
674,657
684,657
698,657
711,657
722,658
730,658
735,657
737,657
737,657
737,657
737,657
737,657
737,657
737,657
737,657
738,657
739,657
740,657
741,657
741,657
741,657
741,657
741,657
741,657
741,657
741,657
741,657
741,657
741,657
741,657
741,657
741,657
743,657
749,658
758,659
772,661
785,661
797,661
807,661
813,661
816,661
816,661
816,661
816,661
816,661
816,661
816,661
816,661
816,661
816,661
816,661
816,661
816,661
821,662
827,662
834,662
840,662
846,662
850,662
853,663
854,663
854,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
855,663
860,664
868,666
879,667
892,668
906,668
919,668
928,669
931,669
931,669
931,669
931,669
931,669
931,669
931,669
931,669
931,669
931,669
931,669
932,669
932,669
932,669
932,669
932,669
933,669
938,670
944,670
951,671
957,671
963,671
968,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
971,671
973,672
978,672
988,673
1002,674
1016,674
1029,675
1037,675
1040,675
1040,675
1040,675
1040,675
1040,675
1040,675
1040,675
1040,675
1040,675
1040,675
1040,675
1040,675
1042,675
1043,675
1046,675
1049,675
1055,675
1062,675
1068,676
1073,676
1077,676
1081,676
1082,676
1083,676
1083,676
1083,676
1084,675
1084,675
1084,675
1084,675
1084,675
1084,675
1084,675
1085,675
1089,673
1095,673
1102,673
1109,671
1113,671
1117,669
1118,669
1119,669
1119,669
1119,669
1119,669
1119,669
1121,669
1125,670
1131,670
1137,670
1145,671
1156,671
1166,671
1173,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1175,671
1176,671
1177,667
1179,663
1186,657
1196,647
1212,633
1235,611
1264,585
1293,561
1319,537
1341,521
1354,511
1357,507
1357,507
1351,508
1341,512
1330,515
1320,518
1313,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1309,520
1311,520
1312,520
1312,520
1312,520
1312,520
1312,520
1312,520
1312,520
1312,520
1312,520
1312,520
1312,520
1312,520
1312,520
1312,520
